Edad;Sexo;Periodo;Total
De 65 a 69 años;Hombres;2010T1;3,67
De 65 a 69 años;Hombres;2009T4;8,47
De 65 a 69 años;Hombres;2009T3;2,56
De 65 a 69 años;Hombres;2009T2;2,51
De 65 a 69 años;Hombres;2009T1;1,99
De 65 a 69 años;Hombres;2008T4;2,35
De 65 a 69 años;Hombres;2008T3;0,82
De 65 a 69 años;Hombres;2008T2;3,23
De 65 a 69 años;Hombres;2008T1;0,92
De 65 a 69 años;Hombres;2007T4;0,77
De 65 a 69 años;Hombres;2007T3;0,24
De 65 a 69 años;Hombres;2007T2;2,01
De 65 a 69 años;Hombres;2007T1;2,64
De 65 a 69 años;Hombres;2006T4;3,28
De 65 a 69 años;Hombres;2006T3;1,30
De 65 a 69 años;Hombres;2006T2;2,28
De 65 a 69 años;Hombres;2006T1;2,03
De 65 a 69 años;Hombres;2005T4;2,02
De 65 a 69 años;Hombres;2005T3;3,84
De 65 a 69 años;Hombres;2005T2;1,91
De 65 a 69 años;Hombres;2005T1;1,53
De 65 a 69 años;Hombres;2004T4;0,63
De 65 a 69 años;Hombres;2004T3;0,76
De 65 a 69 años;Hombres;2004T2;2,23
De 65 a 69 años;Hombres;2004T1;1,82
De 65 a 69 años;Hombres;2003T4;0,68
De 65 a 69 años;Hombres;2003T3;0,58
De 65 a 69 años;Hombres;2003T2;1,77
De 65 a 69 años;Hombres;2003T1;2,77
De 65 a 69 años;Hombres;2002T4;2,18
De 65 a 69 años;Hombres;2002T3;0,96
De 65 a 69 años;Hombres;2002T2;1,98
De 65 a 69 años;Hombres;2002T1;1,94
De 65 a 69 años;Mujeres;2025T4;6,19
De 65 a 69 años;Mujeres;2025T3;8,00
De 65 a 69 años;Mujeres;2025T2;7,64
De 65 a 69 años;Mujeres;2025T1;11,28
De 65 a 69 años;Mujeres;2024T4;10,16
De 65 a 69 años;Mujeres;2024T3;7,25
De 65 a 69 años;Mujeres;2024T2;10,28
De 65 a 69 años;Mujeres;2024T1;10,90
De 65 a 69 años;Mujeres;2023T4;6,73
De 65 a 69 años;Mujeres;2023T3;10,66
De 65 a 69 años;Mujeres;2023T2;9,61
De 65 a 69 años;Mujeres;2023T1;9,29
De 65 a 69 años;Mujeres;2022T4;7,36
De 65 a 69 años;Mujeres;2022T3;6,79
De 65 a 69 años;Mujeres;2022T2;5,44
De 65 a 69 años;Mujeres;2022T1;8,09
De 65 a 69 años;Mujeres;2021T4;6,45
De 65 a 69 años;Mujeres;2021T3;7,12
De 65 a 69 años;Mujeres;2021T2;7,07
De 65 a 69 años;Mujeres;2021T1;6,43
De 65 a 69 años;Mujeres;2020T4;6,66
De 65 a 69 años;Mujeres;2020T3;6,26
De 65 a 69 años;Mujeres;2020T2;9,68
De 65 a 69 años;Mujeres;2020T1;8,72
De 65 a 69 años;Mujeres;2019T4;7,01
De 65 a 69 años;Mujeres;2019T3;5,34
De 65 a 69 años;Mujeres;2019T2;10,83
De 65 a 69 años;Mujeres;2019T1;8,95
De 65 a 69 años;Mujeres;2018T4;6,63
De 65 a 69 años;Mujeres;2018T3;4,91
De 65 a 69 años;Mujeres;2018T2;4,19
De 65 a 69 años;Mujeres;2018T1;3,44
De 65 a 69 años;Mujeres;2017T4;4,89
De 65 a 69 años;Mujeres;2017T3;4,29
De 65 a 69 años;Mujeres;2017T2;3,71
De 65 a 69 años;Mujeres;2017T1;5,60
De 65 a 69 años;Mujeres;2016T4;5,01
De 65 a 69 años;Mujeres;2016T3;8,44
De 65 a 69 años;Mujeres;2016T2;4,25
De 65 a 69 años;Mujeres;2016T1;8,44
De 65 a 69 años;Mujeres;2015T4;4,31
De 65 a 69 años;Mujeres;2015T3;3,97
De 65 a 69 años;Mujeres;2015T2;4,63
De 65 a 69 años;Mujeres;2015T1;6,37
De 65 a 69 años;Mujeres;2014T4;4,89
De 65 a 69 años;Mujeres;2014T3;7,85
De 65 a 69 años;Mujeres;2014T2;9,69
De 65 a 69 años;Mujeres;2014T1;7,98
De 65 a 69 años;Mujeres;2013T4;13,48
De 65 a 69 años;Mujeres;2013T3;7,57
De 65 a 69 años;Mujeres;2013T2;4,94
De 65 a 69 años;Mujeres;2013T1;3,57
De 65 a 69 años;Mujeres;2012T4;6,03
De 65 a 69 años;Mujeres;2012T3;6,19
De 65 a 69 años;Mujeres;2012T2;4,06
De 65 a 69 años;Mujeres;2012T1;1,89
De 65 a 69 años;Mujeres;2011T4;4,82
De 65 a 69 años;Mujeres;2011T3;1,64
De 65 a 69 años;Mujeres;2011T2;1,89
De 65 a 69 años;Mujeres;2011T1;3,44
De 65 a 69 años;Mujeres;2010T4;1,41
De 65 a 69 años;Mujeres;2010T3;1,18
De 65 a 69 años;Mujeres;2010T2;2,01
De 65 a 69 años;Mujeres;2010T1;1,69
De 65 a 69 años;Mujeres;2009T4;1,32
De 65 a 69 años;Mujeres;2009T3;2,69
De 65 a 69 años;Mujeres;2009T2;2,29
De 65 a 69 años;Mujeres;2009T1;4,57
De 65 a 69 años;Mujeres;2008T4;4,70
De 65 a 69 años;Mujeres;2008T3;7,37
De 65 a 69 años;Mujeres;2008T2;5,31
De 65 a 69 años;Mujeres;2008T1;5,21
De 65 a 69 años;Mujeres;2007T4;1,45
De 65 a 69 años;Mujeres;2007T3;2,92
De 65 a 69 años;Mujeres;2007T2;2,78
De 65 a 69 años;Mujeres;2007T1;3,18
De 65 a 69 años;Mujeres;2006T4;0,68
De 65 a 69 años;Mujeres;2006T3;1,12
De 65 a 69 años;Mujeres;2006T2;2,70
De 65 a 69 años;Mujeres;2006T1;3,62
De 65 a 69 años;Mujeres;2005T4;0,98
De 65 a 69 años;Mujeres;2005T3;5,68
De 65 a 69 años;Mujeres;2005T2;5,39
De 65 a 69 años;Mujeres;2005T1;3,50
De 65 a 69 años;Mujeres;2004T4;3,28
De 65 a 69 años;Mujeres;2004T3;1,19
De 65 a 69 años;Mujeres;2004T2;2,19
De 65 a 69 años;Mujeres;2004T1;2,88
De 65 a 69 años;Mujeres;2003T4;3,59
De 65 a 69 años;Mujeres;2003T3;3,61
De 65 a 69 años;Mujeres;2003T2;4,53
De 65 a 69 años;Mujeres;2003T1;0,76
De 65 a 69 años;Mujeres;2002T4;1,85
De 65 a 69 años;Mujeres;2002T3;0,90
De 65 a 69 años;Mujeres;2002T2;2,34
De 65 a 69 años;Mujeres;2002T1;2,32
70 y más años;Ambos sexos;2025T4;5,27
70 y más años;Ambos sexos;2025T3;..
70 y más años;Ambos sexos;2025T2;2,10
70 y más años;Ambos sexos;2025T1;1,58
70 y más años;Ambos sexos;2024T4;3,06
70 y más años;Ambos sexos;2024T3;3,68
70 y más años;Ambos sexos;2024T2;0,70
70 y más años;Ambos sexos;2024T1;4,74
70 y más años;Ambos sexos;2023T4;1,17
70 y más años;Ambos sexos;2023T3;7,33
70 y más años;Ambos sexos;2023T2;1,40
70 y más años;Ambos sexos;2023T1;2,34
70 y más años;Ambos sexos;2022T4;3,83
70 y más años;Ambos sexos;2022T3;1,99
70 y más años;Ambos sexos;2022T2;5,35
70 y más años;Ambos sexos;2022T1;2,30
70 y más años;Ambos sexos;2021T4;0,56
70 y más años;Ambos sexos;2021T3;1,64
70 y más años;Ambos sexos;2021T2;3,87
70 y más años;Ambos sexos;2021T1;2,31
70 y más años;Ambos sexos;2020T4;0,00
70 y más años;Ambos sexos;2020T3;4,00
70 y más años;Ambos sexos;2020T2;0,79
70 y más años;Ambos sexos;2020T1;1,04
70 y más años;Ambos sexos;2019T4;1,11
70 y más años;Ambos sexos;2019T3;1,71
70 y más años;Ambos sexos;2019T2;0,00
70 y más años;Ambos sexos;2019T1;0,34
70 y más años;Ambos sexos;2018T4;0,48
70 y más años;Ambos sexos;2018T3;0,39
70 y más años;Ambos sexos;2018T2;0,73
70 y más años;Ambos sexos;2018T1;0,45
70 y más años;Ambos sexos;2017T4;2,38
70 y más años;Ambos sexos;2017T3;1,71
70 y más años;Ambos sexos;2017T2;1,38
70 y más años;Ambos sexos;2017T1;0,89
70 y más años;Ambos sexos;2016T4;3,30
70 y más años;Ambos sexos;2016T3;3,28
70 y más años;Ambos sexos;2016T2;2,62
70 y más años;Ambos sexos;2016T1;4,57
70 y más años;Ambos sexos;2015T4;2,23
70 y más años;Ambos sexos;2015T3;1,53
70 y más años;Ambos sexos;2015T2;2,22
70 y más años;Ambos sexos;2015T1;0,00
70 y más años;Ambos sexos;2014T4;2,32
70 y más años;Ambos sexos;2014T3;3,31
70 y más años;Ambos sexos;2014T2;3,21
70 y más años;Ambos sexos;2014T1;0,00
70 y más años;Ambos sexos;2013T4;3,57
70 y más años;Ambos sexos;2013T3;0,69
70 y más años;Ambos sexos;2013T2;0,00
70 y más años;Ambos sexos;2013T1;0,39
70 y más años;Ambos sexos;2012T4;1,27
70 y más años;Ambos sexos;2012T3;0,00
70 y más años;Ambos sexos;2012T2;0,13
70 y más años;Ambos sexos;2012T1;3,48
70 y más años;Ambos sexos;2011T4;0,00
70 y más años;Ambos sexos;2011T3;1,29
70 y más años;Ambos sexos;2011T2;3,85
70 y más años;Ambos sexos;2011T1;3,24
70 y más años;Ambos sexos;2010T4;1,84
70 y más años;Ambos sexos;2010T3;1,46
70 y más años;Ambos sexos;2010T2;0,67
70 y más años;Ambos sexos;2010T1;0,00
70 y más años;Ambos sexos;2009T4;1,17
70 y más años;Ambos sexos;2009T3;0,00
70 y más años;Ambos sexos;2009T2;1,18
70 y más años;Ambos sexos;2009T1;0,00
70 y más años;Ambos sexos;2008T4;0,65
70 y más años;Ambos sexos;2008T3;0,38
70 y más años;Ambos sexos;2008T2;0,75
70 y más años;Ambos sexos;2008T1;0,00
70 y más años;Ambos sexos;2007T4;0,40
70 y más años;Ambos sexos;2007T3;0,31
70 y más años;Ambos sexos;2007T2;0,57
70 y más años;Ambos sexos;2007T1;1,56
70 y más años;Ambos sexos;2006T4;1,74
70 y más años;Ambos sexos;2006T3;0,69
70 y más años;Ambos sexos;2006T2;0,19
70 y más años;Ambos sexos;2006T1;0,82
70 y más años;Ambos sexos;2005T4;0,51
70 y más años;Ambos sexos;2005T3;3,69
70 y más años;Ambos sexos;2005T2;0,90
70 y más años;Ambos sexos;2005T1;0,46
70 y más años;Ambos sexos;2004T4;1,41
70 y más años;Ambos sexos;2004T3;1,75
70 y más años;Ambos sexos;2004T2;0,00
70 y más años;Ambos sexos;2004T1;0,00
70 y más años;Ambos sexos;2003T4;3,56
70 y más años;Ambos sexos;2003T3;0,53
70 y más años;Ambos sexos;2003T2;0,30
70 y más años;Ambos sexos;2003T1;2,17
70 y más años;Ambos sexos;2002T4;0,53
70 y más años;Ambos sexos;2002T3;0,00
70 y más años;Ambos sexos;2002T2;0,00
70 y más años;Ambos sexos;2002T1;2,44
70 y más años;Hombres;2025T4;6,63
70 y más años;Hombres;2025T3;..
70 y más años;Hombres;2025T2;..
70 y más años;Hombres;2025T1;1,69
70 y más años;Hombres;2024T4;2,62
70 y más años;Hombres;2024T3;3,79
70 y más años;Hombres;2024T2;..
70 y más años;Hombres;2024T1;5,16
70 y más años;Hombres;2023T4;1,66
70 y más años;Hombres;2023T3;6,60
70 y más años;Hombres;2023T2;0,57
70 y más años;Hombres;2023T1;3,42
70 y más años;Hombres;2022T4;5,07
70 y más años;Hombres;2022T3;2,34
70 y más años;Hombres;2022T2;6,28
70 y más años;Hombres;2022T1;1,22
70 y más años;Hombres;2021T4;0,81
70 y más años;Hombres;2021T3;2,41
70 y más años;Hombres;2021T2;2,69
70 y más años;Hombres;2021T1;2,93
70 y más años;Hombres;2020T4;0,00
70 y más años;Hombres;2020T3;3,71
70 y más años;Hombres;2020T2;1,24
70 y más años;Hombres;2020T1;0,51
70 y más años;Hombres;2019T4;1,66
70 y más años;Hombres;2019T3;2,55
70 y más años;Hombres;2019T2;0,00
70 y más años;Hombres;2019T1;0,29
70 y más años;Hombres;2018T4;0,00
70 y más años;Hombres;2018T3;0,00
70 y más años;Hombres;2018T2;0,00
70 y más años;Hombres;2018T1;0,00
70 y más años;Hombres;2017T4;0,90
70 y más años;Hombres;2017T3;0,61
70 y más años;Hombres;2017T2;0,00
70 y más años;Hombres;2017T1;1,41
70 y más años;Hombres;2016T4;2,80
70 y más años;Hombres;2016T3;4,11
70 y más años;Hombres;2016T2;2,69
70 y más años;Hombres;2016T1;5,82
70 y más años;Hombres;2015T4;2,01
70 y más años;Hombres;2015T3;2,34
70 y más años;Hombres;2015T2;3,23
70 y más años;Hombres;2015T1;0,00
70 y más años;Hombres;2014T4;3,89
70 y más años;Hombres;2014T3;3,56
70 y más años;Hombres;2014T2;3,11
70 y más años;Hombres;2014T1;0,00
70 y más años;Hombres;2013T4;0,62
70 y más años;Hombres;2013T3;1,20
70 y más años;Hombres;2013T2;0,00
70 y más años;Hombres;2013T1;0,00
70 y más años;Hombres;2012T4;0,00
70 y más años;Hombres;2012T3;0,00
70 y más años;Hombres;2012T2;0,00
70 y más años;Hombres;2012T1;0,66
70 y más años;Hombres;2011T4;0,00
70 y más años;Hombres;2011T3;2,27
70 y más años;Hombres;2011T2;2,03
70 y más años;Hombres;2011T1;5,16
70 y más años;Hombres;2010T4;2,95
70 y más años;Hombres;2010T3;2,31
70 y más años;Hombres;2010T2;0,00
70 y más años;Hombres;2010T1;0,00
70 y más años;Hombres;2009T4;0,00
70 y más años;Hombres;2009T3;0,00
70 y más años;Hombres;2009T2;0,00
70 y más años;Hombres;2009T1;0,00
70 y más años;Hombres;2008T4;0,00
70 y más años;Hombres;2008T3;0,00
70 y más años;Hombres;2008T2;0,00
70 y más años;Hombres;2008T1;0,00
70 y más años;Hombres;2007T4;0,00
70 y más años;Hombres;2007T3;0,00
70 y más años;Hombres;2007T2;0,79
70 y más años;Hombres;2007T1;1,19
70 y más años;Hombres;2006T4;0,00
70 y más años;Hombres;2006T3;0,00
70 y más años;Hombres;2006T2;0,27
70 y más años;Hombres;2006T1;1,22
70 y más años;Hombres;2005T4;0,27
70 y más años;Hombres;2005T3;1,73
70 y más años;Hombres;2005T2;0,00
70 y más años;Hombres;2005T1;0,68
70 y más años;Hombres;2004T4;2,09
70 y más años;Hombres;2004T3;0,00
70 y más años;Hombres;2004T2;0,00
70 y más años;Hombres;2004T1;0,00
70 y más años;Hombres;2003T4;0,73
70 y más años;Hombres;2003T3;0,00
70 y más años;Hombres;2003T2;0,45
70 y más años;Hombres;2003T1;3,38
70 y más años;Hombres;2002T4;0,00
70 y más años;Hombres;2002T3;0,00
70 y más años;Hombres;2002T2;0,00
70 y más años;Hombres;2002T1;2,73
70 y más años;Mujeres;2025T4;2,68
70 y más años;Mujeres;2025T3;..
70 y más años;Mujeres;2025T2;5,83
70 y más años;Mujeres;2025T1;1,40
70 y más años;Mujeres;2024T4;3,99
70 y más años;Mujeres;2024T3;3,40
70 y más años;Mujeres;2024T2;2,46
70 y más años;Mujeres;2024T1;3,51
70 y más años;Mujeres;2023T4;..
70 y más años;Mujeres;2023T3;9,17
70 y más años;Mujeres;2023T2;3,46
70 y más años;Mujeres;2023T1;..
70 y más años;Mujeres;2022T4;1,48
70 y más años;Mujeres;2022T3;1,35
70 y más años;Mujeres;2022T2;3,51
70 y más años;Mujeres;2022T1;4,59
70 y más años;Mujeres;2021T4;..
70 y más años;Mujeres;2021T3;..
70 y más años;Mujeres;2021T2;6,63
70 y más años;Mujeres;2021T1;0,50
70 y más años;Mujeres;2020T4;0,00
70 y más años;Mujeres;2020T3;4,52
70 y más años;Mujeres;2020T2;0,00
70 y más años;Mujeres;2020T1;1,97
70 y más años;Mujeres;2019T4;0,00
70 y más años;Mujeres;2019T3;0,00
70 y más años;Mujeres;2019T2;0,00
70 y más años;Mujeres;2019T1;0,46
70 y más años;Mujeres;2018T4;1,49
70 y más años;Mujeres;2018T3;1,27
70 y más años;Mujeres;2018T2;2,12
70 y más años;Mujeres;2018T1;1,25
70 y más años;Mujeres;2017T4;4,71
70 y más años;Mujeres;2017T3;3,28
70 y más años;Mujeres;2017T2;3,40
70 y más años;Mujeres;2017T1;0,00
70 y más años;Mujeres;2016T4;4,12
70 y más años;Mujeres;2016T3;1,64
70 y más años;Mujeres;2016T2;2,50
70 y más años;Mujeres;2016T1;2,39
70 y más años;Mujeres;2015T4;2,62
70 y más años;Mujeres;2015T3;0,00
70 y más años;Mujeres;2015T2;0,00
70 y más años;Mujeres;2015T1;0,00
70 y más años;Mujeres;2014T4;0,00
70 y más años;Mujeres;2014T3;2,93
70 y más años;Mujeres;2014T2;3,38
70 y más años;Mujeres;2014T1;0,00
70 y más años;Mujeres;2013T4;8,13
70 y más años;Mujeres;2013T3;0,00
70 y más años;Mujeres;2013T2;0,00
70 y más años;Mujeres;2013T1;0,93
70 y más años;Mujeres;2012T4;3,02
70 y más años;Mujeres;2012T3;0,00
70 y más años;Mujeres;2012T2;0,31
70 y más años;Mujeres;2012T1;6,63
70 y más años;Mujeres;2011T4;0,00
70 y más años;Mujeres;2011T3;0,00
70 y más años;Mujeres;2011T2;6,66
70 y más años;Mujeres;2011T1;0,40
70 y más años;Mujeres;2010T4;0,00
70 y más años;Mujeres;2010T3;0,00
70 y más años;Mujeres;2010T2;1,70
70 y más años;Mujeres;2010T1;0,00
70 y más años;Mujeres;2009T4;2,90
70 y más años;Mujeres;2009T3;0,00
70 y más años;Mujeres;2009T2;3,39
70 y más años;Mujeres;2009T1;0,00
70 y más años;Mujeres;2008T4;1,49
70 y más años;Mujeres;2008T3;0,92
70 y más años;Mujeres;2008T2;2,10
70 y más años;Mujeres;2008T1;0,00
70 y más años;Mujeres;2007T4;1,36
70 y más años;Mujeres;2007T3;1,04
70 y más años;Mujeres;2007T2;0,00
70 y más años;Mujeres;2007T1;2,51
70 y más años;Mujeres;2006T4;5,49
70 y más años;Mujeres;2006T3;2,59
70 y más años;Mujeres;2006T2;0,00
70 y más años;Mujeres;2006T1;0,00
70 y más años;Mujeres;2005T4;1,10
70 y más años;Mujeres;2005T3;7,33
70 y más años;Mujeres;2005T2;2,90
70 y más años;Mujeres;2005T1;0,00
70 y más años;Mujeres;2004T4;0,00
70 y más años;Mujeres;2004T3;5,55
70 y más años;Mujeres;2004T2;0,00
70 y más años;Mujeres;2004T1;0,00
70 y más años;Mujeres;2003T4;8,05
70 y más años;Mujeres;2003T3;1,50
70 y más años;Mujeres;2003T2;0,00
70 y más años;Mujeres;2003T1;0,00
70 y más años;Mujeres;2002T4;1,75
70 y más años;Mujeres;2002T3;0,00
70 y más años;Mujeres;2002T2;0,00
70 y más años;Mujeres;2002T1;1,60
