Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2023T3;105,1707
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2023T2;111,4709
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2023T1;113,1893
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2022T4;111,9202
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2022T3;102,8138
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2022T2;108,8580
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2022T1;107,1830
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2021T4;109,4511
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2021T3;99,3669
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2021T2;103,0633
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2021T1;100,5622
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2020T4;103,2866
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2020T3;91,3525
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2020T2;73,0782
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2020T1;97,0089
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2019T4;110,5565
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2019T3;100,7816
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2019T2;109,9753
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2019T1;108,1183
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2018T4;108,9826
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2018T3;99,4167
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2018T2;111,3322
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2018T1;107,7680
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2017T4;111,7164
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2017T3;102,6093
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2017T2;110,2758
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2017T1;107,8434
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2016T4;104,1677
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2016T3;96,5210
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2016T2;105,3442
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2016T1;103,1590
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2015T4;104,2300
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2015T3;95,1886
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2015T2;101,5254
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2015T1;99,0559
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2014T4;98,8840
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2014T3;90,0457
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2014T2;97,0967
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2014T1;96,3171
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2013T4;94,9316
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2013T3;88,0267
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2013T2;96,9606
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2013T1;94,6725
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2012T4;94,8591
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2012T3;88,1964
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2012T2;97,0863
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2012T1;98,3798
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2011T4;100,2330
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2011T3;94,6970
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2011T2;103,3783
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2011T1;103,7270
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2010T4;105,0918
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2010T3;96,2483
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2010T2;105,0573
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2010T1;102,1846
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2009T4;105,3852
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2009T3;96,8639
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2009T2;104,5753
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2009T1;103,1900
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2008T4;115,1573
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2008T3;109,8282
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2008T2;120,3064
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2008T1;117,6889
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2007T4;124,3024
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2007T3;110,9743
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2007T2;119,5068
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2007T1;120,3834
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2006T4;123,9817
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2006T3;109,4687
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2006T2;118,0005
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2006T1;118,9684
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2005T4;120,6129
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2005T3;107,2555
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2005T2;116,0802
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2005T1;115,5976
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2004T4;117,1683
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2004T3;106,5070
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2004T2;113,6894
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2004T1;116,0498
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2003T4;115,7590
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2003T3;105,2718
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2003T2;113,5571
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2003T1;117,0197
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2002T4;114,9748
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2002T3;104,2112
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2002T2;113,3459
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2002T1;112,4691
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2001T4;112,6078
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2001T3;104,4337
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2001T2;112,9255
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2001T1;114,4255
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2000T4;109,8300
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2000T3;100,6440
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2000T2;109,2541
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2000T1;109,9828
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1999T4;105,7732
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1999T3;96,6505
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1999T2;103,8013
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1999T1;102,9154
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1998T4;99,5831
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1998T3;91,5895
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1998T2;99,0210
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;1998T1;98,3924
