Grupos ECOICOP ver.2;Tipo de dato;Periodo;Total
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2013M06;-1,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2013M05;-1,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2013M04;-1,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2013M03;-0,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2013M02;-0,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2013M01;-0,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M12;5,6
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M11;5,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M10;5,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M09;6,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M08;5,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M07;4,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M06;3,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M05;3,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M04;3,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M03;0,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M02;0,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2012M01;0,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M12;5,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M11;5,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M10;5,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M09;5,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M08;5,0
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M07;5,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M06;4,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M05;4,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M04;4,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M03;3,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M02;3,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2011M01;2,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M12;5,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M11;5,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M10;5,0
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M09;3,6
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M08;3,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M07;3,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M06;2,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M05;2,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M04;2,0
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M03;1,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M02;0,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2010M01;0,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M12;0,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M11;0,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M10;0,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M09;0,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M08;0,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M07;0,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M06;-0,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M05;-0,6
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M04;-0,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M03;0,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M02;0,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2009M01;0,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M12;5,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M11;6,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M10;6,6
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M09;6,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M08;6,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M07;6,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M06;5,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M05;4,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M04;3,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M03;2,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M02;2,0
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2008M01;1,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M12;4,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M11;4,6
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M10;4,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M09;3,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M08;3,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M07;3,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M06;2,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M05;2,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M04;2,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M03;2,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M02;1,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2007M01;1,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M12;4,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M11;4,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M10;4,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M09;5,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M08;5,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M07;5,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M06;4,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M05;4,6
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M04;4,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M03;3,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M02;2,6
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2006M01;2,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M12;6,0
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M11;6,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M10;5,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M09;5,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M08;4,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M07;4,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M06;3,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M05;3,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M04;3,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M03;1,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M02;0,9
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2005M01;0,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M12;4,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M11;4,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M10;4,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M09;3,3
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M08;3,1
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M07;2,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M06;2,4
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M05;2,2
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M04;1,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M03;1,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M02;1,0
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2004M01;0,7
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2003M12;2,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2003M11;2,8
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2003M10;2,5
04 Vivienda, agua, electricidad, gas y otros combustibles;Variación en lo que va de año;2003M09;2,2
